Delta_Sector_ID,Delta_Sector,SOC_Code,SOC_Title,Employment_Thousands,Staffing_Share_Pct
3,Healthcare & Life Sciences,25-2058,"Special education teachers, secondary school",0.2,0.0
3,Healthcare & Life Sciences,39-3091,Amusement and recreation attendants,0.2,0.0
3,Healthcare & Life Sciences,43-4181,Reservation and transportation ticket agents and travel clerks,0.2,0.0
3,Healthcare & Life Sciences,53-3052,"Bus drivers, transit and intercity",0.2,0.0
3,Healthcare & Life Sciences,11-9031,"Education and childcare administrators, preschool and daycare",0.2,0.0
3,Healthcare & Life Sciences,25-9044,"Teaching assistants, postsecondary",0.2,0.0
3,Healthcare & Life Sciences,37-1012,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",0.2,0.0
3,Healthcare & Life Sciences,51-3011,Bakers,0.2,0.0
3,Healthcare & Life Sciences,53-7081,Refuse and recyclable material collectors,0.2,0.0
3,Healthcare & Life Sciences,53-7199,"Material moving workers, all other",0.2,0.0
3,Healthcare & Life Sciences,51-3092,Food batchmakers,0.1,0.0
3,Healthcare & Life Sciences,53-7063,Machine feeders and offbearers,0.1,0.0
3,Healthcare & Life Sciences,51-4022,"Forging machine setters, operators, and tenders, metal and plastic",0.1,0.0
3,Healthcare & Life Sciences,51-4193,"Plating machine setters, operators, and tenders, metal and plastic",0.1,0.0
3,Healthcare & Life Sciences,51-4199,"Metal workers and plastic workers, all other",0.1,0.0
3,Healthcare & Life Sciences,51-6062,"Textile cutting machine setters, operators, and tenders",0.1,0.0
3,Healthcare & Life Sciences,51-6063,"Textile knitting and weaving machine setters, operators, and tenders",0.1,0.0
3,Healthcare & Life Sciences,51-7042,"Woodworking machine setters, operators, and tenders, except sawing",0.1,0.0
3,Healthcare & Life Sciences,51-9191,Adhesive bonding machine operators and tenders,0.1,0.0
3,Healthcare & Life Sciences,51-9194,Etchers and engravers,0.1,0.0
3,Healthcare & Life Sciences,23-1022,"Arbitrators, mediators, and conciliators",0.1,0.0
3,Healthcare & Life Sciences,13-2041,Credit analysts,0.1,0.0
3,Healthcare & Life Sciences,17-2171,Petroleum engineers,0.1,0.0
3,Healthcare & Life Sciences,17-3025,Environmental engineering technologists and technicians,0.1,0.0
3,Healthcare & Life Sciences,17-3031,Surveying and mapping technicians,0.1,0.0
3,Healthcare & Life Sciences,19-4043,"Geological technicians, except hydrologic technicians",0.1,0.0
3,Healthcare & Life Sciences,19-4071,Forest and conservation technicians,0.1,0.0
3,Healthcare & Life Sciences,23-2099,"Legal support workers, all other",0.1,0.0
3,Healthcare & Life Sciences,25-4011,Archivists,0.1,0.0
3,Healthcare & Life Sciences,27-1014,Special effects artists and animators,0.1,0.0
3,Healthcare & Life Sciences,27-2012,Producers and directors,0.1,0.0
3,Healthcare & Life Sciences,27-4031,"Camera operators, television, video, and film",0.1,0.0
3,Healthcare & Life Sciences,27-4032,Film and video editors,0.1,0.0
3,Healthcare & Life Sciences,49-2091,Avionics technicians,0.1,0.0
3,Healthcare & Life Sciences,49-9096,Riggers,0.1,0.0
3,Healthcare & Life Sciences,25-1194,"Career/technical education teachers, postsecondary",0.1,0.0
3,Healthcare & Life Sciences,25-3011,"Adult basic education, adult secondary education, and english as a second language instructors",0.1,0.0
3,Healthcare & Life Sciences,39-5092,Manicurists and pedicurists,0.1,0.0
3,Healthcare & Life Sciences,43-9081,Proofreaders and copy markers,0.1,0.0
3,Healthcare & Life Sciences,53-2011,"Airline pilots, copilots, and flight engineers",0.1,0.0
3,Healthcare & Life Sciences,53-3051,"Bus drivers, school",0.1,0.0
3,Healthcare & Life Sciences,53-3054,Taxi drivers,0.1,0.0
3,Healthcare & Life Sciences,25-3031,"Substitute teachers, short-term",0.1,0.0
3,Healthcare & Life Sciences,25-4031,Library technicians,0.1,0.0
3,Healthcare & Life Sciences,27-1025,Interior designers,0.1,0.0
3,Healthcare & Life Sciences,33-1011,First-line supervisors of correctional officers,0.1,0.0
3,Healthcare & Life Sciences,33-3021,Detectives and criminal investigators,0.1,0.0
3,Healthcare & Life Sciences,35-2011,"Cooks, fast food",0.1,0.0
3,Healthcare & Life Sciences,35-3031,Waiters and waitresses,0.1,0.0
3,Healthcare & Life Sciences,37-2019,"Building cleaning workers, all other",0.1,0.0
3,Healthcare & Life Sciences,43-2099,"Communications equipment operators, all other",0.1,0.0
3,Healthcare & Life Sciences,43-4121,"Library assistants, clerical",0.1,0.0
3,Healthcare & Life Sciences,47-2011,Boilermakers,0.1,0.0
3,Healthcare & Life Sciences,47-2161,Plasterers and stucco masons,0.1,0.0
3,Healthcare & Life Sciences,47-4090,Miscellaneous construction and related workers,0.1,0.0
3,Healthcare & Life Sciences,49-2098,Security and fire alarm systems installers,0.1,0.0
3,Healthcare & Life Sciences,49-9052,Telecommunications line installers and repairers,0.1,0.0
3,Healthcare & Life Sciences,51-8099,"Plant and system operators, all other",0.1,0.0
3,Healthcare & Life Sciences,53-6099,"Transportation workers, all other",0.1,0.0
4,Law Firms & Legal Services,23-1011,Lawyers,443.3,37.46
4,Law Firms & Legal Services,23-2011,Paralegals and legal assistants,280.2,23.68
4,Law Firms & Legal Services,43-6012,Legal secretaries and administrative assistants,123.9,10.47
4,Law Firms & Legal Services,43-9061,"Office clerks, general",31.3,2.64
4,Law Firms & Legal Services,43-4171,Receptionists and information clerks,24.3,2.05
4,Law Firms & Legal Services,43-3031,"Bookkeeping, accounting, and auditing clerks",23.1,1.95
4,Law Firms & Legal Services,43-1011,First-line supervisors of office and administrative support workers,22.4,1.89
4,Law Firms & Legal Services,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",22.1,1.87
4,Law Firms & Legal Services,23-2093,"Title examiners, abstractors, and searchers",19.8,1.67
4,Law Firms & Legal Services,11-1021,General and operations managers,18.5,1.56
4,Law Firms & Legal Services,23-2099,"Legal support workers, all other",11.4,0.96
4,Law Firms & Legal Services,13-2011,Accountants and auditors,10.6,0.9
4,Law Firms & Legal Services,43-3021,Billing and posting clerks,10.0,0.85
4,Law Firms & Legal Services,43-4071,File clerks,9.5,0.8
4,Law Firms & Legal Services,13-1161,Market research analysts and marketing specialists,7.6,0.64
4,Law Firms & Legal Services,43-4051,Customer service representatives,6.8,0.57
4,Law Firms & Legal Services,13-1071,Human resources specialists,6.3,0.53
4,Law Firms & Legal Services,15-1232,Computer user support specialists,6.3,0.53
4,Law Firms & Legal Services,43-6011,Executive secretaries and executive administrative assistants,5.8,0.49
4,Law Firms & Legal Services,11-3012,Administrative services managers,5.2,0.44
4,Law Firms & Legal Services,43-4131,Loan interviewers and clerks,4.8,0.41
4,Law Firms & Legal Services,13-1199,"Business operations specialists, all other",3.9,0.33
4,Law Firms & Legal Services,43-3011,Bill and account collectors,3.7,0.31
4,Law Firms & Legal Services,43-5021,Couriers and messengers,3.7,0.31
4,Law Firms & Legal Services,11-3031,Financial managers,3.6,0.3
4,Law Firms & Legal Services,15-1252,Software developers,3.2,0.27
4,Law Firms & Legal Services,11-3021,Computer and information systems managers,3.1,0.26
4,Law Firms & Legal Services,11-2021,Marketing managers,3.0,0.25
4,Law Firms & Legal Services,13-2072,Loan officers,2.8,0.24
4,Law Firms & Legal Services,15-1244,Network and computer systems administrators,2.8,0.24
4,Law Firms & Legal Services,11-9199,"Managers, all other",2.6,0.22
4,Law Firms & Legal Services,15-1299,"Computer occupations, all other",2.2,0.19
4,Law Firms & Legal Services,43-9199,"Office and administrative support workers, all other",2.2,0.19
4,Law Firms & Legal Services,11-3121,Human resources managers,2.0,0.17
4,Law Firms & Legal Services,13-1082,Project management specialists,1.9,0.16
4,Law Firms & Legal Services,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",1.9,0.16
4,Law Firms & Legal Services,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",1.9,0.16
4,Law Firms & Legal Services,27-3031,Public relations specialists,1.8,0.15
4,Law Firms & Legal Services,43-9051,"Mail clerks and mail machine operators, except postal service",1.8,0.15
4,Law Firms & Legal Services,13-1041,Compliance officers,1.7,0.14
4,Law Firms & Legal Services,13-1111,Management analysts,1.7,0.14
4,Law Firms & Legal Services,13-1151,Training and development specialists,1.6,0.14
4,Law Firms & Legal Services,43-4111,"Interviewers, except eligibility and loan",1.5,0.13
4,Law Firms & Legal Services,43-5061,"Production, planning, and expediting clerks",1.5,0.13
4,Law Firms & Legal Services,43-9021,Data entry keyers,1.4,0.12
4,Law Firms & Legal Services,23-1022,"Arbitrators, mediators, and conciliators",1.2,0.1
4,Law Firms & Legal Services,33-9021,Private detectives and investigators,1.2,0.1
4,Law Firms & Legal Services,43-9022,Word processors and typists,1.2,0.1
4,Law Firms & Legal Services,11-1011,Chief executives,1.1,0.09
4,Law Firms & Legal Services,13-1141,"Compensation, benefits, and job analysis specialists",1.1,0.09
4,Law Firms & Legal Services,15-1211,Computer systems analysts,1.1,0.09
4,Law Firms & Legal Services,43-9071,"Office machine operators, except computer",1.1,0.09
4,Law Firms & Legal Services,49-9071,"Maintenance and repair workers, general",1.1,0.09
4,Law Firms & Legal Services,15-1212,Information security analysts,1.0,0.08
4,Law Firms & Legal Services,21-1099,"Community and social service specialists, all other",1.0,0.08
4,Law Firms & Legal Services,29-2072,Medical records specialists,1.0,0.08
4,Law Firms & Legal Services,13-1121,"Meeting, convention, and event planners",0.9,0.08
4,Law Firms & Legal Services,15-2051,Data scientists,0.9,0.08
4,Law Firms & Legal Services,41-9022,Real estate sales agents,0.9,0.08
4,Law Firms & Legal Services,13-1031,"Claims adjusters, examiners, and investigators",0.8,0.07
4,Law Firms & Legal Services,43-3051,Payroll and timekeeping clerks,0.8,0.07
4,Law Firms & Legal Services,43-4161,"Human resources assistants, except payroll and timekeeping",0.8,0.07
4,Law Firms & Legal Services,43-4199,"Information and record clerks, all other",0.8,0.07
4,Law Firms & Legal Services,13-1131,Fundraisers,0.7,0.06
4,Law Firms & Legal Services,15-1231,Computer network support specialists,0.6,0.05
4,Law Firms & Legal Services,15-1241,Computer network architects,0.6,0.05
4,Law Firms & Legal Services,15-2031,Operations research analysts,0.6,0.05
4,Law Firms & Legal Services,11-2022,Sales managers,0.5,0.04
4,Law Firms & Legal Services,13-2099,"Financial specialists, all other",0.5,0.04
4,Law Firms & Legal Services,15-1242,Database administrators,0.5,0.04
4,Law Firms & Legal Services,15-1243,Database architects,0.5,0.04
4,Law Firms & Legal Services,15-1255,Web and digital interface designers,0.5,0.04
4,Law Firms & Legal Services,25-4022,Librarians and media collections specialists,0.5,0.04
4,Law Firms & Legal Services,27-1024,Graphic designers,0.5,0.04
4,Law Firms & Legal Services,29-1141,Registered nurses,0.5,0.04
4,Law Firms & Legal Services,43-9041,Insurance claims and policy processing clerks,0.5,0.04
4,Law Firms & Legal Services,11-2032,Public relations managers,0.4,0.03
4,Law Firms & Legal Services,11-3013,Facilities managers,0.4,0.03
4,Law Firms & Legal Services,11-3131,Training and development managers,0.4,0.03
4,Law Firms & Legal Services,13-2061,Financial examiners,0.4,0.03
4,Law Firms & Legal Services,13-2082,Tax preparers,0.4,0.03
4,Law Firms & Legal Services,21-1021,"Child, family, and school social workers",0.4,0.03
4,Law Firms & Legal Services,21-1029,"Social workers, all other",0.4,0.03
4,Law Firms & Legal Services,43-3099,"Financial clerks, all other",0.4,0.03
4,Law Firms & Legal Services,43-4031,"Court, municipal, and license clerks",0.4,0.03
4,Law Firms & Legal Services,43-6013,Medical secretaries and administrative assistants,0.4,0.03
4,Law Firms & Legal Services,41-3021,Insurance sales agents,0.3,0.03
4,Law Firms & Legal Services,41-9021,Real estate brokers,0.3,0.03
4,Law Firms & Legal Services,11-2033,Fundraising managers,0.2,0.02
4,Law Firms & Legal Services,11-3111,Compensation and benefits managers,0.2,0.02
4,Law Firms & Legal Services,13-1011,"Agents and business managers of artists, performers, and athletes",0.2,0.02
4,Law Firms & Legal Services,13-2053,Insurance underwriters,0.2,0.02
4,Law Firms & Legal Services,15-1251,Computer programmers,0.2,0.02
4,Law Firms & Legal Services,15-1253,Software quality assurance analysts and testers,0.2,0.02
4,Law Firms & Legal Services,27-3042,Technical writers,0.2,0.02
4,Law Firms & Legal Services,27-3043,Writers and authors,0.2,0.02
4,Law Firms & Legal Services,27-4011,Audio and video technicians,0.2,0.02
4,Law Firms & Legal Services,43-9081,Proofreaders and copy markers,0.2,0.02
4,Law Firms & Legal Services,13-2052,Personal financial advisors,0.1,0.01
4,Law Firms & Legal Services,13-2054,Financial risk specialists,0.1,0.01
4,Law Firms & Legal Services,27-3041,Editors,0.1,0.01
4,Law Firms & Legal Services,33-9032,Security guards,0.1,0.01
4,Law Firms & Legal Services,41-3031,"Securities, commodities, and financial services sales agents",0.1,0.01
4,Law Firms & Legal Services,43-2011,"Switchboard operators, including answering service",0.1,0.01
4,Law Firms & Legal Services,43-4121,"Library assistants, clerical",0.1,0.01
4,Law Firms & Legal Services,43-4151,Order clerks,0.1,0.01
4,Law Firms & Legal Services,43-9031,Desktop publishers,0.1,0.01
4,Law Firms & Legal Services,49-1011,"First-line supervisors of mechanics, installers, and repairers",0.1,0.01
4,Law Firms & Legal Services,53-3053,Shuttle drivers and chauffeurs,0.1,0.01
5,Management Consulting Firms,13-1111,Management analysts,230.3,12.56
5,Management Consulting Firms,11-1021,General and operations managers,146.0,7.96
5,Management Consulting Firms,13-1161,Market research analysts and marketing specialists,96.3,5.25
5,Management Consulting Firms,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",79.8,4.35
5,Management Consulting Firms,13-1082,Project management specialists,71.6,3.91
5,Management Consulting Firms,43-4051,Customer service representatives,62.0,3.38
5,Management Consulting Firms,13-1199,"Business operations specialists, all other",55.4,3.02
5,Management Consulting Firms,15-1252,Software developers,50.4,2.75
5,Management Consulting Firms,13-2011,Accountants and auditors,43.4,2.37
5,Management Consulting Firms,13-1071,Human resources specialists,38.5,2.1
5,Management Consulting Firms,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",38.2,2.08
5,Management Consulting Firms,43-9061,"Office clerks, general",38.0,2.07
5,Management Consulting Firms,11-2021,Marketing managers,30.8,1.68
5,Management Consulting Firms,43-3031,"Bookkeeping, accounting, and auditing clerks",27.7,1.51
5,Management Consulting Firms,11-3021,Computer and information systems managers,25.0,1.36
5,Management Consulting Firms,11-9199,"Managers, all other",23.8,1.3
5,Management Consulting Firms,43-1011,First-line supervisors of office and administrative support workers,22.8,1.24
5,Management Consulting Firms,15-1299,"Computer occupations, all other",21.4,1.17
5,Management Consulting Firms,11-3031,Financial managers,21.0,1.15
5,Management Consulting Firms,53-7062,"Laborers and freight, stock, and material movers, hand",19.7,1.07
5,Management Consulting Firms,11-2022,Sales managers,17.7,0.97
5,Management Consulting Firms,15-1232,Computer user support specialists,17.4,0.95
5,Management Consulting Firms,19-2041,"Environmental scientists and specialists, including health",17.3,0.94
5,Management Consulting Firms,13-2051,Financial and investment analysts,17.0,0.93
5,Management Consulting Firms,15-1211,Computer systems analysts,16.2,0.88
5,Management Consulting Firms,13-1151,Training and development specialists,15.4,0.84
5,Management Consulting Firms,43-6011,Executive secretaries and executive administrative assistants,14.2,0.77
5,Management Consulting Firms,15-2051,Data scientists,14.0,0.76
5,Management Consulting Firms,11-1011,Chief executives,13.7,0.75
5,Management Consulting Firms,13-1081,Logisticians,13.4,0.73
5,Management Consulting Firms,53-3032,Heavy and tractor-trailer truck drivers,13.3,0.73
5,Management Consulting Firms,27-1024,Graphic designers,12.9,0.7
5,Management Consulting Firms,15-1212,Information security analysts,10.4,0.57
5,Management Consulting Firms,13-1041,Compliance officers,10.2,0.56
5,Management Consulting Firms,53-3033,Light truck drivers,10.1,0.55
5,Management Consulting Firms,11-3121,Human resources managers,9.3,0.51
5,Management Consulting Firms,27-3031,Public relations specialists,8.4,0.46
5,Management Consulting Firms,15-2031,Operations research analysts,8.3,0.45
5,Management Consulting Firms,15-1244,Network and computer systems administrators,8.1,0.44
5,Management Consulting Firms,19-5011,Occupational health and safety specialists,8.1,0.44
5,Management Consulting Firms,43-3021,Billing and posting clerks,8.0,0.44
5,Management Consulting Firms,53-7065,Stockers and order fillers,7.9,0.43
5,Management Consulting Firms,19-4042,"Environmental science and protection technicians, including health",7.6,0.41
5,Management Consulting Firms,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",7.2,0.39
5,Management Consulting Firms,15-1253,Software quality assurance analysts and testers,6.8,0.37
5,Management Consulting Firms,15-1241,Computer network architects,6.7,0.37
5,Management Consulting Firms,17-2081,Environmental engineers,6.7,0.37
5,Management Consulting Firms,51-9061,"Inspectors, testers, sorters, samplers, and weighers",6.7,0.37
5,Management Consulting Firms,43-9021,Data entry keyers,6.6,0.36
5,Management Consulting Firms,13-1020,Buyers and purchasing agents,6.4,0.35
5,Management Consulting Firms,15-1255,Web and digital interface designers,6.4,0.35
5,Management Consulting Firms,29-1141,Registered nurses,6.4,0.35
5,Management Consulting Firms,13-1121,"Meeting, convention, and event planners",6.2,0.34
5,Management Consulting Firms,23-1011,Lawyers,6.0,0.33
5,Management Consulting Firms,53-7051,Industrial truck and tractor operators,5.9,0.32
5,Management Consulting Firms,11-3012,Administrative services managers,5.8,0.32
5,Management Consulting Firms,43-5061,"Production, planning, and expediting clerks",5.8,0.32
5,Management Consulting Firms,15-1254,Web developers,5.7,0.31
5,Management Consulting Firms,13-1141,"Compensation, benefits, and job analysis specialists",5.6,0.31
5,Management Consulting Firms,41-2031,Retail salespersons,5.6,0.31
5,Management Consulting Firms,49-9071,"Maintenance and repair workers, general",5.4,0.29
5,Management Consulting Firms,43-5071,"Shipping, receiving, and inventory clerks",5.0,0.27
5,Management Consulting Firms,27-3042,Technical writers,4.3,0.23
5,Management Consulting Firms,43-6013,Medical secretaries and administrative assistants,4.3,0.23
5,Management Consulting Firms,15-1243,Database architects,4.2,0.23
5,Management Consulting Firms,27-1026,Merchandise displayers and window trimmers,4.2,0.23
5,Management Consulting Firms,27-3043,Writers and authors,4.1,0.22
5,Management Consulting Firms,33-9032,Security guards,4.1,0.22
5,Management Consulting Firms,17-2199,"Engineers, all other",4.0,0.22
5,Management Consulting Firms,47-4011,Construction and building inspectors,4.0,0.22
5,Management Consulting Firms,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",4.0,0.22
5,Management Consulting Firms,17-2051,Civil engineers,3.9,0.21
5,Management Consulting Firms,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",3.9,0.21
5,Management Consulting Firms,11-3071,"Transportation, storage, and distribution managers",3.8,0.21
5,Management Consulting Firms,13-2052,Personal financial advisors,3.8,0.21
5,Management Consulting Firms,41-9011,Demonstrators and product promoters,3.8,0.21
5,Management Consulting Firms,43-5011,Cargo and freight agents,3.8,0.21
5,Management Consulting Firms,43-3051,Payroll and timekeeping clerks,3.7,0.2
5,Management Consulting Firms,41-1012,First-line supervisors of non-retail sales workers,3.6,0.2
5,Management Consulting Firms,17-2112,Industrial engineers,3.5,0.19
5,Management Consulting Firms,17-2141,Mechanical engineers,3.5,0.19
5,Management Consulting Firms,19-1029,"Biological scientists, all other",3.5,0.19
5,Management Consulting Firms,27-1011,Art directors,3.5,0.19
5,Management Consulting Firms,11-9111,Medical and health services managers,3.4,0.19
5,Management Consulting Firms,15-1231,Computer network support specialists,3.4,0.19
5,Management Consulting Firms,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",3.4,0.19
5,Management Consulting Firms,11-9121,Natural sciences managers,3.3,0.18
5,Management Consulting Firms,15-2011,Actuaries,3.2,0.17
5,Management Consulting Firms,19-5012,Occupational health and safety technicians,3.2,0.17
5,Management Consulting Firms,43-4171,Receptionists and information clerks,3.2,0.17
5,Management Consulting Firms,19-2042,"Geoscientists, except hydrologists and geographers",3.1,0.17
5,Management Consulting Firms,11-9021,Construction managers,3.0,0.16
5,Management Consulting Firms,11-9041,Architectural and engineering managers,3.0,0.16
5,Management Consulting Firms,41-3011,Advertising sales agents,3.0,0.16
5,Management Consulting Firms,41-9022,Real estate sales agents,2.9,0.16
5,Management Consulting Firms,29-2072,Medical records specialists,2.8,0.15
5,Management Consulting Firms,43-4111,"Interviewers, except eligibility and loan",2.8,0.15
5,Management Consulting Firms,47-2061,Construction laborers,2.8,0.15
5,Management Consulting Firms,19-1013,Soil and plant scientists,2.7,0.15
5,Management Consulting Firms,43-4161,"Human resources assistants, except payroll and timekeeping",2.7,0.15
5,Management Consulting Firms,43-9041,Insurance claims and policy processing clerks,2.7,0.15
5,Management Consulting Firms,15-2041,Statisticians,2.6,0.14
5,Management Consulting Firms,19-3091,Anthropologists and archeologists,2.6,0.14
5,Management Consulting Firms,27-3041,Editors,2.6,0.14
5,Management Consulting Firms,43-4061,"Eligibility interviewers, government programs",2.6,0.14
5,Management Consulting Firms,17-2071,Electrical engineers,2.4,0.13
5,Management Consulting Firms,27-2012,Producers and directors,2.4,0.13
5,Management Consulting Firms,43-5032,"Dispatchers, except police, fire, and ambulance",2.4,0.13
5,Management Consulting Firms,47-1011,First-line supervisors of construction trades and extraction workers,2.4,0.13
5,Management Consulting Firms,53-7064,"Packers and packagers, hand",2.4,0.13
5,Management Consulting Firms,11-2032,Public relations managers,2.3,0.13
5,Management Consulting Firms,31-9092,Medical assistants,2.3,0.13
5,Management Consulting Firms,15-1251,Computer programmers,2.2,0.12
5,Management Consulting Firms,43-3011,Bill and account collectors,2.2,0.12
5,Management Consulting Firms,51-2090,Miscellaneous assemblers and fabricators,2.2,0.12
5,Management Consulting Firms,13-1131,Fundraisers,2.1,0.11
5,Management Consulting Firms,41-9041,Telemarketers,2.1,0.11
5,Management Consulting Firms,13-1051,Cost estimators,2.0,0.11
5,Management Consulting Firms,17-3025,Environmental engineering technologists and technicians,2.0,0.11
5,Management Consulting Firms,43-9199,"Office and administrative support workers, all other",2.0,0.11
5,Management Consulting Firms,15-1242,Database administrators,1.9,0.1
5,Management Consulting Firms,19-1042,"Medical scientists, except epidemiologists",1.8,0.1
5,Management Consulting Firms,19-3011,Economists,1.8,0.1
5,Management Consulting Firms,41-2011,Cashiers,1.8,0.1
5,Management Consulting Firms,41-3021,Insurance sales agents,1.8,0.1
5,Management Consulting Firms,11-9141,"Property, real estate, and community association managers",1.7,0.09
5,Management Consulting Firms,13-2099,"Financial specialists, all other",1.7,0.09
5,Management Consulting Firms,17-2111,"Health and safety engineers, except mining safety engineers and inspectors",1.7,0.09
5,Management Consulting Firms,13-2054,Financial risk specialists,1.6,0.09
5,Management Consulting Firms,19-1023,Zoologists and wildlife biologists,1.6,0.09
5,Management Consulting Firms,23-2011,Paralegals and legal assistants,1.6,0.09
5,Management Consulting Firms,35-3023,Fast food and counter workers,1.6,0.09
5,Management Consulting Firms,41-1011,First-line supervisors of retail sales workers,1.6,0.09
5,Management Consulting Firms,11-3131,Training and development managers,1.5,0.08
5,Management Consulting Firms,13-1031,"Claims adjusters, examiners, and investigators",1.5,0.08
5,Management Consulting Firms,17-3023,Electrical and electronic engineering technologists and technicians,1.5,0.08
5,Management Consulting Firms,43-4071,File clerks,1.5,0.08
5,Management Consulting Firms,17-3029,"Engineering technologists and technicians, except drafters, all other",1.4,0.08
5,Management Consulting Firms,41-3031,"Securities, commodities, and financial services sales agents",1.4,0.08
5,Management Consulting Firms,49-1011,"First-line supervisors of mechanics, installers, and repairers",1.4,0.08
5,Management Consulting Firms,11-3061,Purchasing managers,1.3,0.07
5,Management Consulting Firms,13-2020,Property appraisers and assessors,1.3,0.07
5,Management Consulting Firms,17-2061,Computer hardware engineers,1.3,0.07
5,Management Consulting Firms,19-4012,Agricultural technicians,1.3,0.07
5,Management Consulting Firms,37-2012,Maids and housekeeping cleaners,1.3,0.07
5,Management Consulting Firms,41-9031,Sales engineers,1.3,0.07
5,Management Consulting Firms,49-2022,"Telecommunications equipment installers and repairers, except line installers",1.3,0.07
5,Management Consulting Firms,51-1011,First-line supervisors of production and operating workers,1.3,0.07
5,Management Consulting Firms,11-3051,Industrial production managers,1.2,0.07
5,Management Consulting Firms,13-2031,Budget analysts,1.2,0.07
5,Management Consulting Firms,17-3031,Surveying and mapping technicians,1.2,0.07
5,Management Consulting Firms,25-9031,Instructional coordinators,1.2,0.07
5,Management Consulting Firms,47-4041,Hazardous materials removal workers,1.2,0.07
5,Management Consulting Firms,49-9099,"Installation, maintenance, and repair workers, all other",1.2,0.07
5,Management Consulting Firms,17-2072,"Electronics engineers, except computer",1.1,0.06
5,Management Consulting Firms,19-4021,Biological technicians,1.1,0.06
5,Management Consulting Firms,19-4043,"Geological technicians, except hydrologic technicians",1.1,0.06
5,Management Consulting Firms,19-4061,Social science research assistants,1.1,0.06
5,Management Consulting Firms,37-3011,Landscaping and groundskeeping workers,1.1,0.06
5,Management Consulting Firms,41-9099,"Sales and related workers, all other",1.1,0.06
5,Management Consulting Firms,43-9051,"Mail clerks and mail machine operators, except postal service",1.1,0.06
5,Management Consulting Firms,47-2111,Electricians,1.1,0.06
5,Management Consulting Firms,49-3031,Bus and truck mechanics and diesel engine specialists,1.1,0.06
5,Management Consulting Firms,11-3013,Facilities managers,1.0,0.05
5,Management Consulting Firms,11-9051,Food service managers,1.0,0.05
5,Management Consulting Firms,17-1021,Cartographers and photogrammetrists,1.0,0.05
5,Management Consulting Firms,19-2031,Chemists,1.0,0.05
5,Management Consulting Firms,19-3099,"Social scientists and related workers, all other",1.0,0.05
5,Management Consulting Firms,19-4071,Forest and conservation technicians,1.0,0.05
5,Management Consulting Firms,27-4032,Film and video editors,1.0,0.05
5,Management Consulting Firms,29-1051,Pharmacists,1.0,0.05
5,Management Consulting Firms,45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",1.0,0.05
5,Management Consulting Firms,11-9151,Social and community service managers,0.9,0.05
5,Management Consulting Firms,13-2072,Loan officers,0.9,0.05
5,Management Consulting Firms,17-1011,"Architects, except landscape and naval",0.9,0.05
5,Management Consulting Firms,19-2043,Hydrologists,0.9,0.05
5,Management Consulting Firms,19-3051,Urban and regional planners,0.9,0.05
5,Management Consulting Firms,21-1022,Healthcare social workers,0.9,0.05
5,Management Consulting Firms,43-3061,Procurement clerks,0.9,0.05
5,Management Consulting Firms,49-2094,"Electrical and electronics repairers, commercial and industrial equipment",0.9,0.05
5,Management Consulting Firms,13-2082,Tax preparers,0.8,0.04
5,Management Consulting Firms,15-1221,Computer and information research scientists,0.8,0.04
5,Management Consulting Firms,17-2011,Aerospace engineers,0.8,0.04
5,Management Consulting Firms,17-3011,Architectural and civil drafters,0.8,0.04
5,Management Consulting Firms,17-3022,Civil engineering technologists and technicians,0.8,0.04
5,Management Consulting Firms,19-1021,Biochemists and biophysicists,0.8,0.04
5,Management Consulting Firms,23-2093,"Title examiners, abstractors, and searchers",0.8,0.04
5,Management Consulting Firms,27-1021,Commercial and industrial designers,0.8,0.04
5,Management Consulting Firms,29-2010,Clinical laboratory technologists and technicians,0.8,0.04
5,Management Consulting Firms,43-4151,Order clerks,0.8,0.04
5,Management Consulting Firms,43-4199,"Information and record clerks, all other",0.8,0.04
5,Management Consulting Firms,49-3023,Automotive service technicians and mechanics,0.8,0.04
5,Management Consulting Firms,51-5112,Printing press operators,0.8,0.04
5,Management Consulting Firms,11-2033,Fundraising managers,0.7,0.04
5,Management Consulting Firms,19-1031,Conservation scientists,0.7,0.04
5,Management Consulting Firms,19-4099,"Life, physical, and social science technicians, all other",0.7,0.04
5,Management Consulting Firms,21-1091,Health education specialists,0.7,0.04
5,Management Consulting Firms,27-4011,Audio and video technicians,0.7,0.04
5,Management Consulting Firms,51-8031,Water and wastewater treatment plant and system operators,0.7,0.04
5,Management Consulting Firms,51-9199,"Production workers, all other",0.7,0.04
5,Management Consulting Firms,53-7061,Cleaners of vehicles and equipment,0.7,0.04
5,Management Consulting Firms,11-3111,Compensation and benefits managers,0.6,0.03
