Delta_Sector_ID,Delta_Sector,SOC_Code,SOC_Title,Employment_Thousands,Staffing_Share_Pct
11,Government & Public Administration,43-4121,"Library assistants, clerical",0.4,0.01
11,Government & Public Administration,43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",0.4,0.01
11,Government & Public Administration,37-3013,Tree trimmers and pruners,0.3,0.01
11,Government & Public Administration,43-2099,"Communications equipment operators, all other",0.3,0.01
11,Government & Public Administration,49-9052,Telecommunications line installers and repairers,0.3,0.01
11,Government & Public Administration,53-2022,Airfield operations specialists,0.3,0.01
11,Government & Public Administration,27-4031,"Camera operators, television, video, and film",0.3,0.01
11,Government & Public Administration,29-1128,Exercise physiologists,0.3,0.01
11,Government & Public Administration,43-5011,Cargo and freight agents,0.3,0.01
11,Government & Public Administration,47-2021,Brickmasons and blockmasons,0.3,0.01
11,Government & Public Administration,51-4022,"Forging machine setters, operators, and tenders, metal and plastic",0.3,0.01
11,Government & Public Administration,11-9013,"Farmers, ranchers, and other agricultural managers",0.3,0.01
11,Government & Public Administration,11-9072,"Entertainment and recreation managers, except gambling",0.3,0.01
11,Government & Public Administration,25-3021,Self-enrichment teachers,0.3,0.01
11,Government & Public Administration,25-3041,Tutors,0.3,0.01
11,Government & Public Administration,27-4011,Audio and video technicians,0.3,0.01
11,Government & Public Administration,39-9011,Childcare workers,0.3,0.01
11,Government & Public Administration,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",0.3,0.01
11,Government & Public Administration,43-3021,Billing and posting clerks,0.3,0.01
11,Government & Public Administration,43-5021,Couriers and messengers,0.3,0.01
11,Government & Public Administration,45-2099,"Agricultural workers, all other",0.3,0.01
11,Government & Public Administration,47-2071,"Paving, surfacing, and tamping equipment operators",0.3,0.01
11,Government & Public Administration,19-1012,Food scientists and technologists,0.2,0.0
11,Government & Public Administration,27-1013,"Fine artists, including painters, sculptors, and illustrators",0.2,0.0
11,Government & Public Administration,39-4031,"Morticians, undertakers, and funeral arrangers",0.2,0.0
11,Government & Public Administration,47-2011,Boilermakers,0.2,0.0
11,Government & Public Administration,47-2051,Cement masons and concrete finishers,0.2,0.0
11,Government & Public Administration,49-3021,Automotive body and related repairers,0.2,0.0
11,Government & Public Administration,49-9062,Medical equipment repairers,0.2,0.0
11,Government & Public Administration,51-5111,Prepress technicians and workers,0.2,0.0
11,Government & Public Administration,51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",0.2,0.0
11,Government & Public Administration,53-5022,Motorboat operators,0.2,0.0
11,Government & Public Administration,53-6031,Automotive and watercraft service attendants,0.2,0.0
11,Government & Public Administration,13-1121,"Meeting, convention, and event planners",0.2,0.0
11,Government & Public Administration,15-1255,Web and digital interface designers,0.2,0.0
11,Government & Public Administration,19-4031,Chemical technicians,0.2,0.0
11,Government & Public Administration,19-4061,Social science research assistants,0.2,0.0
11,Government & Public Administration,25-2052,"Special education teachers, kindergarten and elementary school",0.2,0.0
11,Government & Public Administration,27-2023,"Umpires, referees, and other sports officials",0.2,0.0
11,Government & Public Administration,27-3099,"Media and communication workers, all other",0.2,0.0
11,Government & Public Administration,27-4012,Broadcast technicians,0.2,0.0
11,Government & Public Administration,29-2042,Emergency medical technicians,0.2,0.0
11,Government & Public Administration,31-2021,Physical therapist assistants,0.2,0.0
11,Government & Public Administration,33-3041,Parking enforcement workers,0.2,0.0
11,Government & Public Administration,33-9091,Crossing guards and flaggers,0.2,0.0
11,Government & Public Administration,39-3099,"Entertainment attendants and related workers, all other",0.2,0.0
11,Government & Public Administration,43-4081,"Hotel, motel, and resort desk clerks",0.2,0.0
11,Government & Public Administration,47-3019,"Helpers, construction trades, all other",0.2,0.0
11,Government & Public Administration,47-4061,Rail-track laying and maintenance equipment operators,0.2,0.0
11,Government & Public Administration,49-3053,Outdoor power equipment and other small engine mechanics,0.2,0.0
11,Government & Public Administration,53-4031,Railroad conductors and yardmasters,0.2,0.0
11,Government & Public Administration,53-6021,Parking attendants,0.2,0.0
11,Government & Public Administration,19-1011,Animal scientists,0.1,0.0
11,Government & Public Administration,19-4051,Nuclear technicians,0.1,0.0
11,Government & Public Administration,21-2021,"Directors, religious activities and education",0.1,0.0
11,Government & Public Administration,29-2033,Nuclear medicine technologists,0.1,0.0
11,Government & Public Administration,47-5099,"Extraction workers, all other",0.1,0.0
11,Government & Public Administration,49-2097,Audiovisual equipment installers and repairers,0.1,0.0
11,Government & Public Administration,51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",0.1,0.0
11,Government & Public Administration,51-6031,Sewing machine operators,0.1,0.0
11,Government & Public Administration,51-7031,"Model makers, wood",0.1,0.0
11,Government & Public Administration,51-9083,Ophthalmic laboratory technicians,0.1,0.0
11,Government & Public Administration,51-9123,"Painting, coating, and decorating workers",0.1,0.0
11,Government & Public Administration,51-9195,"Molders, shapers, and casters, except metal and plastic",0.1,0.0
11,Government & Public Administration,53-4011,Locomotive engineers,0.1,0.0
11,Government & Public Administration,11-9031,"Education and childcare administrators, preschool and daycare",0.1,0.0
11,Government & Public Administration,13-1051,Cost estimators,0.1,0.0
11,Government & Public Administration,13-1131,Fundraisers,0.1,0.0
11,Government & Public Administration,13-2041,Credit analysts,0.1,0.0
11,Government & Public Administration,13-2052,Personal financial advisors,0.1,0.0
11,Government & Public Administration,13-2071,Credit counselors,0.1,0.0
11,Government & Public Administration,19-1021,Biochemists and biophysicists,0.1,0.0
11,Government & Public Administration,19-4043,"Geological technicians, except hydrologic technicians",0.1,0.0
11,Government & Public Administration,27-4021,Photographers,0.1,0.0
11,Government & Public Administration,29-1181,Audiologists,0.1,0.0
11,Government & Public Administration,29-1216,General internal medicine physicians,0.1,0.0
11,Government & Public Administration,29-1222,"Physicians, pathologists",0.1,0.0
11,Government & Public Administration,31-9095,Pharmacy aides,0.1,0.0
11,Government & Public Administration,31-9096,Veterinary assistants and laboratory animal caretakers,0.1,0.0
11,Government & Public Administration,33-9011,Animal control workers,0.1,0.0
11,Government & Public Administration,35-2014,"Cooks, restaurant",0.1,0.0
11,Government & Public Administration,35-3011,Bartenders,0.1,0.0
11,Government & Public Administration,35-3041,"Food servers, nonrestaurant",0.1,0.0
11,Government & Public Administration,35-9011,Dining room and cafeteria attendants and bartender helpers,0.1,0.0
11,Government & Public Administration,37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",0.1,0.0
11,Government & Public Administration,39-3031,"Ushers, lobby attendants, and ticket takers",0.1,0.0
11,Government & Public Administration,39-5011,Barbers,0.1,0.0
11,Government & Public Administration,39-9031,Exercise trainers and group fitness instructors,0.1,0.0
11,Government & Public Administration,43-4011,Brokerage clerks,0.1,0.0
11,Government & Public Administration,43-4021,Correspondence clerks,0.1,0.0
11,Government & Public Administration,43-4181,Reservation and transportation ticket agents and travel clerks,0.1,0.0
11,Government & Public Administration,43-9031,Desktop publishers,0.1,0.0
11,Government & Public Administration,43-9081,Proofreaders and copy markers,0.1,0.0
11,Government & Public Administration,45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",0.1,0.0
11,Government & Public Administration,47-2221,Structural iron and steel workers,0.1,0.0
11,Government & Public Administration,47-5023,"Earth drillers, except oil and gas",0.1,0.0
11,Government & Public Administration,49-2092,"Electric motor, power tool, and related repairers",0.1,0.0
11,Government & Public Administration,49-2098,Security and fire alarm systems installers,0.1,0.0
11,Government & Public Administration,49-3051,Motorboat mechanics and service technicians,0.1,0.0
11,Government & Public Administration,49-9043,"Maintenance workers, machinery",0.1,0.0
11,Government & Public Administration,51-2090,Miscellaneous assemblers and fabricators,0.1,0.0
11,Government & Public Administration,53-3051,"Bus drivers, school",0.1,0.0
12,Media Publishing & Entertainment,27-2012,Producers and directors,88.1,10.83
12,Media Publishing & Entertainment,39-3031,"Ushers, lobby attendants, and ticket takers",53.1,6.53
12,Media Publishing & Entertainment,27-3023,"News analysts, reporters, and journalists",36.8,4.52
12,Media Publishing & Entertainment,27-3041,Editors,32.8,4.03
12,Media Publishing & Entertainment,11-1021,General and operations managers,32.4,3.98
12,Media Publishing & Entertainment,41-3011,Advertising sales agents,27.4,3.37
12,Media Publishing & Entertainment,15-1252,Software developers,25.8,3.17
12,Media Publishing & Entertainment,27-3011,Broadcast announcers and radio disc jockeys,20.2,2.48
12,Media Publishing & Entertainment,13-1161,Market research analysts and marketing specialists,19.5,2.4
12,Media Publishing & Entertainment,27-4032,Film and video editors,19.3,2.37
12,Media Publishing & Entertainment,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",17.5,2.15
12,Media Publishing & Entertainment,27-4012,Broadcast technicians,16.4,2.02
12,Media Publishing & Entertainment,35-3023,Fast food and counter workers,16.0,1.97
12,Media Publishing & Entertainment,27-4031,"Camera operators, television, video, and film",15.1,1.86
12,Media Publishing & Entertainment,27-4011,Audio and video technicians,14.0,1.72
12,Media Publishing & Entertainment,27-3099,"Media and communication workers, all other",12.5,1.54
12,Media Publishing & Entertainment,43-9061,"Office clerks, general",11.7,1.44
12,Media Publishing & Entertainment,43-5061,"Production, planning, and expediting clerks",10.3,1.27
12,Media Publishing & Entertainment,11-9199,"Managers, all other",10.0,1.23
12,Media Publishing & Entertainment,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",9.8,1.2
12,Media Publishing & Entertainment,27-2011,Actors,9.5,1.17
12,Media Publishing & Entertainment,27-1024,Graphic designers,9.2,1.13
12,Media Publishing & Entertainment,43-4051,Customer service representatives,8.7,1.07
12,Media Publishing & Entertainment,11-2021,Marketing managers,8.6,1.06
12,Media Publishing & Entertainment,39-1014,"First-line supervisors of entertainment and recreation workers, except gambling services",8.6,1.06
12,Media Publishing & Entertainment,13-2011,Accountants and auditors,8.5,1.04
12,Media Publishing & Entertainment,53-7062,"Laborers and freight, stock, and material movers, hand",8.4,1.03
12,Media Publishing & Entertainment,15-1255,Web and digital interface designers,8.3,1.02
12,Media Publishing & Entertainment,11-3021,Computer and information systems managers,8.1,1.0
12,Media Publishing & Entertainment,27-1014,Special effects artists and animators,7.4,0.91
12,Media Publishing & Entertainment,27-3043,Writers and authors,7.1,0.87
12,Media Publishing & Entertainment,11-2022,Sales managers,6.9,0.85
12,Media Publishing & Entertainment,13-1199,"Business operations specialists, all other",6.9,0.85
12,Media Publishing & Entertainment,27-4014,Sound engineering technicians,6.8,0.84
12,Media Publishing & Entertainment,43-3031,"Bookkeeping, accounting, and auditing clerks",6.8,0.84
12,Media Publishing & Entertainment,27-3031,Public relations specialists,6.4,0.79
12,Media Publishing & Entertainment,43-1011,First-line supervisors of office and administrative support workers,6.2,0.76
12,Media Publishing & Entertainment,27-4021,Photographers,5.8,0.71
12,Media Publishing & Entertainment,13-1082,Project management specialists,5.7,0.7
12,Media Publishing & Entertainment,15-1299,"Computer occupations, all other",5.7,0.7
12,Media Publishing & Entertainment,27-1011,Art directors,5.7,0.7
12,Media Publishing & Entertainment,11-3031,Financial managers,5.5,0.68
12,Media Publishing & Entertainment,41-2011,Cashiers,5.3,0.65
12,Media Publishing & Entertainment,35-3031,Waiters and waitresses,5.0,0.61
12,Media Publishing & Entertainment,13-1071,Human resources specialists,4.9,0.6
12,Media Publishing & Entertainment,43-6011,Executive secretaries and executive administrative assistants,4.0,0.49
12,Media Publishing & Entertainment,15-2051,Data scientists,3.9,0.48
12,Media Publishing & Entertainment,51-5112,Printing press operators,3.9,0.48
12,Media Publishing & Entertainment,15-1232,Computer user support specialists,3.7,0.45
12,Media Publishing & Entertainment,35-3041,"Food servers, nonrestaurant",3.5,0.43
12,Media Publishing & Entertainment,27-1027,Set and exhibit designers,3.2,0.39
12,Media Publishing & Entertainment,27-4099,"Media and communication equipment workers, all other",3.2,0.39
12,Media Publishing & Entertainment,43-9051,"Mail clerks and mail machine operators, except postal service",3.2,0.39
12,Media Publishing & Entertainment,49-9071,"Maintenance and repair workers, general",3.2,0.39
12,Media Publishing & Entertainment,27-4015,Lighting technicians,3.0,0.37
12,Media Publishing & Entertainment,35-3011,Bartenders,2.8,0.34
12,Media Publishing & Entertainment,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",2.7,0.33
12,Media Publishing & Entertainment,15-1253,Software quality assurance analysts and testers,2.6,0.32
12,Media Publishing & Entertainment,23-1011,Lawyers,2.4,0.29
12,Media Publishing & Entertainment,13-1111,Management analysts,2.3,0.28
12,Media Publishing & Entertainment,11-1011,Chief executives,2.2,0.27
12,Media Publishing & Entertainment,13-1121,"Meeting, convention, and event planners",2.2,0.27
12,Media Publishing & Entertainment,33-9032,Security guards,2.2,0.27
12,Media Publishing & Entertainment,53-3033,Light truck drivers,2.2,0.27
12,Media Publishing & Entertainment,27-2099,"Entertainers and performers, sports and related workers, all other",2.2,0.27
12,Media Publishing & Entertainment,39-5012,"Hairdressers, hairstylists, and cosmetologists",2.2,0.27
12,Media Publishing & Entertainment,35-1012,First-line supervisors of food preparation and serving workers,2.1,0.26
12,Media Publishing & Entertainment,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",2.1,0.26
12,Media Publishing & Entertainment,43-4171,Receptionists and information clerks,2.0,0.25
12,Media Publishing & Entertainment,53-3031,Driver/sales workers,2.0,0.25
12,Media Publishing & Entertainment,11-3121,Human resources managers,1.9,0.23
12,Media Publishing & Entertainment,15-1254,Web developers,1.9,0.23
12,Media Publishing & Entertainment,39-3091,Amusement and recreation attendants,1.9,0.23
12,Media Publishing & Entertainment,41-1012,First-line supervisors of non-retail sales workers,1.9,0.23
12,Media Publishing & Entertainment,49-9096,Riggers,1.9,0.23
12,Media Publishing & Entertainment,13-2051,Financial and investment analysts,1.8,0.22
12,Media Publishing & Entertainment,11-2011,Advertising and promotions managers,1.7,0.21
12,Media Publishing & Entertainment,17-2199,"Engineers, all other",1.5,0.18
12,Media Publishing & Entertainment,47-2031,Carpenters,1.5,0.18
12,Media Publishing & Entertainment,15-1244,Network and computer systems administrators,1.5,0.18
12,Media Publishing & Entertainment,39-3092,Costume attendants,1.4,0.17
12,Media Publishing & Entertainment,39-5091,"Makeup artists, theatrical and performance",1.4,0.17
12,Media Publishing & Entertainment,11-2032,Public relations managers,1.4,0.17
12,Media Publishing & Entertainment,11-3012,Administrative services managers,1.4,0.17
12,Media Publishing & Entertainment,19-2021,Atmospheric and space scientists,1.4,0.17
12,Media Publishing & Entertainment,49-2022,"Telecommunications equipment installers and repairers, except line installers",1.4,0.17
12,Media Publishing & Entertainment,15-1211,Computer systems analysts,1.3,0.16
12,Media Publishing & Entertainment,15-1241,Computer network architects,1.3,0.16
12,Media Publishing & Entertainment,15-1243,Database architects,1.3,0.16
12,Media Publishing & Entertainment,27-2041,Music directors and composers,1.3,0.16
12,Media Publishing & Entertainment,43-5071,"Shipping, receiving, and inventory clerks",1.2,0.15
12,Media Publishing & Entertainment,27-1022,Fashion designers,1.2,0.15
12,Media Publishing & Entertainment,13-1041,Compliance officers,1.1,0.14
12,Media Publishing & Entertainment,13-1131,Fundraisers,1.1,0.14
12,Media Publishing & Entertainment,27-1013,"Fine artists, including painters, sculptors, and illustrators",1.1,0.14
12,Media Publishing & Entertainment,35-9011,Dining room and cafeteria attendants and bartender helpers,1.1,0.14
12,Media Publishing & Entertainment,39-1022,First-line supervisors of personal service workers,1.1,0.14
12,Media Publishing & Entertainment,39-3099,"Entertainment attendants and related workers, all other",1.1,0.14
12,Media Publishing & Entertainment,47-2111,Electricians,1.1,0.14
12,Media Publishing & Entertainment,51-1011,First-line supervisors of production and operating workers,1.1,0.14
12,Media Publishing & Entertainment,13-1151,Training and development specialists,1.0,0.12
12,Media Publishing & Entertainment,15-1231,Computer network support specialists,1.0,0.12
12,Media Publishing & Entertainment,43-3021,Billing and posting clerks,1.0,0.12
12,Media Publishing & Entertainment,43-9199,"Office and administrative support workers, all other",1.0,0.12
12,Media Publishing & Entertainment,35-2019,"Cooks, all other",0.9,0.11
12,Media Publishing & Entertainment,41-1011,First-line supervisors of retail sales workers,0.9,0.11
12,Media Publishing & Entertainment,43-3051,Payroll and timekeeping clerks,0.9,0.11
12,Media Publishing & Entertainment,53-3032,Heavy and tractor-trailer truck drivers,0.9,0.11
12,Media Publishing & Entertainment,13-1020,Buyers and purchasing agents,0.8,0.1
12,Media Publishing & Entertainment,15-1212,Information security analysts,0.8,0.1
12,Media Publishing & Entertainment,35-2021,Food preparation workers,0.8,0.1
12,Media Publishing & Entertainment,41-2031,Retail salespersons,0.8,0.1
12,Media Publishing & Entertainment,51-5111,Prepress technicians and workers,0.8,0.1
12,Media Publishing & Entertainment,11-3013,Facilities managers,0.7,0.09
12,Media Publishing & Entertainment,13-1081,Logisticians,0.7,0.09
12,Media Publishing & Entertainment,39-6012,Concierges,0.7,0.09
12,Media Publishing & Entertainment,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",0.7,0.09
12,Media Publishing & Entertainment,49-9052,Telecommunications line installers and repairers,0.7,0.09
12,Media Publishing & Entertainment,15-1251,Computer programmers,0.6,0.07
12,Media Publishing & Entertainment,43-9081,Proofreaders and copy markers,0.6,0.07
12,Media Publishing & Entertainment,47-1011,First-line supervisors of construction trades and extraction workers,0.6,0.07
12,Media Publishing & Entertainment,51-9061,"Inspectors, testers, sorters, samplers, and weighers",0.6,0.07
12,Media Publishing & Entertainment,41-9099,"Sales and related workers, all other",0.6,0.07
12,Media Publishing & Entertainment,43-9031,Desktop publishers,0.6,0.07
12,Media Publishing & Entertainment,11-3071,"Transportation, storage, and distribution managers",0.5,0.06
12,Media Publishing & Entertainment,11-3131,Training and development managers,0.5,0.06
12,Media Publishing & Entertainment,11-9041,Architectural and engineering managers,0.5,0.06
12,Media Publishing & Entertainment,11-9072,"Entertainment and recreation managers, except gambling",0.5,0.06
12,Media Publishing & Entertainment,13-1011,"Agents and business managers of artists, performers, and athletes",0.5,0.06
12,Media Publishing & Entertainment,15-1242,Database administrators,0.5,0.06
12,Media Publishing & Entertainment,25-4022,Librarians and media collections specialists,0.5,0.06
12,Media Publishing & Entertainment,49-1011,"First-line supervisors of mechanics, installers, and repairers",0.5,0.06
12,Media Publishing & Entertainment,51-9199,"Production workers, all other",0.5,0.06
12,Media Publishing & Entertainment,27-3042,Technical writers,0.4,0.05
12,Media Publishing & Entertainment,35-2012,"Cooks, institution and cafeteria",0.4,0.05
12,Media Publishing & Entertainment,35-2014,"Cooks, restaurant",0.4,0.05
12,Media Publishing & Entertainment,35-2015,"Cooks, short order",0.4,0.05
12,Media Publishing & Entertainment,35-9021,Dishwashers,0.4,0.05
12,Media Publishing & Entertainment,53-7064,"Packers and packagers, hand",0.4,0.05
12,Media Publishing & Entertainment,43-9021,Data entry keyers,0.4,0.05
12,Media Publishing & Entertainment,15-2031,Operations research analysts,0.4,0.05
12,Media Publishing & Entertainment,11-3051,Industrial production managers,0.3,0.04
12,Media Publishing & Entertainment,13-1141,"Compensation, benefits, and job analysis specialists",0.3,0.04
12,Media Publishing & Entertainment,23-2011,Paralegals and legal assistants,0.3,0.04
12,Media Publishing & Entertainment,25-4011,Archivists,0.3,0.04
12,Media Publishing & Entertainment,27-1012,Craft artists,0.3,0.04
12,Media Publishing & Entertainment,43-3011,Bill and account collectors,0.3,0.04
12,Media Publishing & Entertainment,17-3023,Electrical and electronic engineering technologists and technicians,0.3,0.04
12,Media Publishing & Entertainment,27-1029,"Designers, all other",0.3,0.04
12,Media Publishing & Entertainment,47-2061,Construction laborers,0.3,0.04
12,Media Publishing & Entertainment,47-2141,"Painters, construction and maintenance",0.3,0.04
12,Media Publishing & Entertainment,47-3012,Helpers--carpenters,0.3,0.04
12,Media Publishing & Entertainment,51-6052,"Tailors, dressmakers, and custom sewers",0.3,0.04
12,Media Publishing & Entertainment,27-2042,Musicians and singers,0.3,0.04
12,Media Publishing & Entertainment,51-5113,Print binding and finishing workers,0.3,0.04
12,Media Publishing & Entertainment,53-7063,Machine feeders and offbearers,0.3,0.04
12,Media Publishing & Entertainment,11-2033,Fundraising managers,0.3,0.04
12,Media Publishing & Entertainment,13-2099,"Financial specialists, all other",0.3,0.04
12,Media Publishing & Entertainment,11-3111,Compensation and benefits managers,0.2,0.02
12,Media Publishing & Entertainment,11-9051,Food service managers,0.2,0.02
12,Media Publishing & Entertainment,19-5011,Occupational health and safety specialists,0.2,0.02
12,Media Publishing & Entertainment,27-1019,"Artists and related workers, all other",0.2,0.02
12,Media Publishing & Entertainment,29-2042,Emergency medical technicians,0.2,0.02
12,Media Publishing & Entertainment,35-1011,Chefs and head cooks,0.2,0.02
12,Media Publishing & Entertainment,35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",0.2,0.02
12,Media Publishing & Entertainment,35-9099,"Food preparation and serving related workers, all other",0.2,0.02
12,Media Publishing & Entertainment,43-5021,Couriers and messengers,0.2,0.02
12,Media Publishing & Entertainment,53-3053,Shuttle drivers and chauffeurs,0.2,0.02
12,Media Publishing & Entertainment,53-7051,Industrial truck and tractor operators,0.2,0.02
12,Media Publishing & Entertainment,41-9041,Telemarketers,0.2,0.02
12,Media Publishing & Entertainment,51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",0.2,0.02
12,Media Publishing & Entertainment,51-9198,Helpers--production workers,0.2,0.02
12,Media Publishing & Entertainment,17-2072,"Electronics engineers, except computer",0.2,0.02
12,Media Publishing & Entertainment,27-2091,"Disc jockeys, except radio",0.2,0.02
12,Media Publishing & Entertainment,23-2099,"Legal support workers, all other",0.1,0.01
12,Media Publishing & Entertainment,27-2031,Dancers,0.1,0.01
12,Media Publishing & Entertainment,27-3092,Court reporters and simultaneous captioners,0.1,0.01
12,Media Publishing & Entertainment,35-2011,"Cooks, fast food",0.1,0.01
12,Media Publishing & Entertainment,37-3011,Landscaping and groundskeeping workers,0.1,0.01
12,Media Publishing & Entertainment,39-2011,Animal trainers,0.1,0.01
12,Media Publishing & Entertainment,41-9011,Demonstrators and product promoters,0.1,0.01
12,Media Publishing & Entertainment,49-3023,Automotive service technicians and mechanics,0.1,0.01
12,Media Publishing & Entertainment,49-9099,"Installation, maintenance, and repair workers, all other",0.1,0.01
12,Media Publishing & Entertainment,53-7065,Stockers and order fillers,0.1,0.01
12,Media Publishing & Entertainment,43-4071,File clerks,0.1,0.01
12,Media Publishing & Entertainment,43-4151,Order clerks,0.1,0.01
12,Media Publishing & Entertainment,43-9022,Word processors and typists,0.1,0.01
12,Media Publishing & Entertainment,49-9041,Industrial machinery mechanics,0.1,0.01
12,Media Publishing & Entertainment,51-4041,Machinists,0.1,0.01
12,Media Publishing & Entertainment,51-9111,Packaging and filling machine operators and tenders,0.1,0.01
12,Media Publishing & Entertainment,11-3061,Purchasing managers,0.1,0.01
12,Media Publishing & Entertainment,13-2054,Financial risk specialists,0.1,0.01
12,Media Publishing & Entertainment,15-1221,Computer and information research scientists,0.1,0.01
12,Media Publishing & Entertainment,17-2061,Computer hardware engineers,0.1,0.01
12,Media Publishing & Entertainment,17-2071,Electrical engineers,0.1,0.01
12,Media Publishing & Entertainment,25-9031,Instructional coordinators,0.1,0.01
12,Media Publishing & Entertainment,27-3091,Interpreters and translators,0.1,0.01
12,Media Publishing & Entertainment,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",0.1,0.01
12,Media Publishing & Entertainment,41-9012,Models,0.1,0.01
12,Media Publishing & Entertainment,43-2011,"Switchboard operators, including answering service",0.1,0.01
12,Media Publishing & Entertainment,43-4161,"Human resources assistants, except payroll and timekeeping",0.1,0.01
12,Media Publishing & Entertainment,43-5032,"Dispatchers, except police, fire, and ambulance",0.1,0.01
12,Media Publishing & Entertainment,43-6012,Legal secretaries and administrative assistants,0.1,0.01
12,Media Publishing & Entertainment,49-2097,Audiovisual equipment installers and repairers,0.1,0.01
13,Energy & Utilities,49-9051,Electrical power-line installers and repairers,61.5,9.56
13,Energy & Utilities,49-1011,"First-line supervisors of mechanics, installers, and repairers",25.2,3.92
13,Energy & Utilities,43-4051,Customer service representatives,24.9,3.87
13,Energy & Utilities,17-2071,Electrical engineers,22.8,3.54
13,Energy & Utilities,11-1021,General and operations managers,22.4,3.48
13,Energy & Utilities,49-9012,"Control and valve installers and repairers, except mechanical door",22.1,3.43
13,Energy & Utilities,51-8013,Power plant operators,21.7,3.37
13,Energy & Utilities,49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",15.3,2.38
13,Energy & Utilities,49-9041,Industrial machinery mechanics,13.5,2.1
13,Energy & Utilities,53-7073,Wellhead pumpers,12.5,1.94
13,Energy & Utilities,13-1082,Project management specialists,12.0,1.87
13,Energy & Utilities,13-2011,Accountants and auditors,12.0,1.87
13,Energy & Utilities,47-5013,"Service unit operators, oil and gas",11.9,1.85
13,Energy & Utilities,51-1011,First-line supervisors of production and operating workers,10.6,1.65
13,Energy & Utilities,47-1011,First-line supervisors of construction trades and extraction workers,9.9,1.54
13,Energy & Utilities,13-1199,"Business operations specialists, all other",9.5,1.48
13,Energy & Utilities,47-2111,Electricians,9.4,1.46
13,Energy & Utilities,43-9061,"Office clerks, general",8.1,1.26
13,Energy & Utilities,51-8092,Gas plant operators,8.0,1.24
13,Energy & Utilities,43-1011,First-line supervisors of office and administrative support workers,7.9,1.23
13,Energy & Utilities,47-2152,"Plumbers, pipefitters, and steamfitters",7.1,1.1
13,Energy & Utilities,13-1111,Management analysts,6.9,1.07
13,Energy & Utilities,11-9199,"Managers, all other",6.7,1.04
13,Energy & Utilities,17-2171,Petroleum engineers,6.6,1.03
13,Energy & Utilities,51-8012,Power distributors and dispatchers,6.4,0.99
13,Energy & Utilities,11-9041,Architectural and engineering managers,5.9,0.92
13,Energy & Utilities,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",5.8,0.9
13,Energy & Utilities,11-3031,Financial managers,5.7,0.89
13,Energy & Utilities,17-3023,Electrical and electronic engineering technologists and technicians,5.7,0.89
13,Energy & Utilities,43-3031,"Bookkeeping, accounting, and auditing clerks",5.7,0.89
13,Energy & Utilities,43-5041,"Meter readers, utilities",5.4,0.84
13,Energy & Utilities,47-5071,"Roustabouts, oil and gas",5.3,0.82
13,Energy & Utilities,49-9071,"Maintenance and repair workers, general",5.2,0.81
13,Energy & Utilities,43-5061,"Production, planning, and expediting clerks",5.1,0.79
13,Energy & Utilities,13-1041,Compliance officers,4.9,0.76
13,Energy & Utilities,49-9081,Wind turbine service technicians,4.9,0.76
13,Energy & Utilities,33-9032,Security guards,4.9,0.76
13,Energy & Utilities,11-9021,Construction managers,4.8,0.75
13,Energy & Utilities,13-1020,Buyers and purchasing agents,4.7,0.73
13,Energy & Utilities,15-1211,Computer systems analysts,4.6,0.71
13,Energy & Utilities,51-8011,Nuclear power reactor operators,4.4,0.68
13,Energy & Utilities,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",4.1,0.64
13,Energy & Utilities,11-3051,Industrial production managers,3.9,0.61
13,Energy & Utilities,19-5011,Occupational health and safety specialists,3.9,0.61
13,Energy & Utilities,47-2231,Solar photovoltaic installers,3.9,0.61
13,Energy & Utilities,13-1151,Training and development specialists,3.8,0.59
13,Energy & Utilities,19-4051,Nuclear technicians,3.7,0.58
13,Energy & Utilities,47-2073,Operating engineers and other construction equipment operators,3.6,0.56
13,Energy & Utilities,17-2199,"Engineers, all other",3.5,0.54
13,Energy & Utilities,11-3021,Computer and information systems managers,3.4,0.53
13,Energy & Utilities,43-6011,Executive secretaries and executive administrative assistants,3.4,0.53
13,Energy & Utilities,17-2161,Nuclear engineers,3.4,0.53
13,Energy & Utilities,15-1252,Software developers,3.3,0.51
13,Energy & Utilities,47-4011,Construction and building inspectors,3.3,0.51
13,Energy & Utilities,13-1071,Human resources specialists,3.0,0.47
13,Energy & Utilities,15-1299,"Computer occupations, all other",3.0,0.47
13,Energy & Utilities,17-2112,Industrial engineers,3.0,0.47
