Function_ID,Function_Name,SOC_Code,Delta_Sector_ID,Delta_Sector,Employment_Thousands
9,Supply Chain Procurement & Operations,13-1081,5,Management Consulting Firms,13.4
9,Supply Chain Procurement & Operations,13-1081,6,Accounting & Tax Firms,0.4
9,Supply Chain Procurement & Operations,13-1081,7,Advertising & PR Agencies,1.0
9,Supply Chain Procurement & Operations,13-1081,8,Staffing & Recruitment Agencies,4.3
9,Supply Chain Procurement & Operations,13-1081,9,Real Estate & Property,0.1
9,Supply Chain Procurement & Operations,13-1081,10,Education & Academia,0.2
9,Supply Chain Procurement & Operations,13-1081,11,Government & Public Administration,36.6
9,Supply Chain Procurement & Operations,13-1081,12,Media Publishing & Entertainment,0.7
9,Supply Chain Procurement & Operations,13-1081,13,Energy & Utilities,2.2
9,Supply Chain Procurement & Operations,13-1081,14,Architecture & Engineering Firms,13.7
9,Supply Chain Procurement & Operations,13-1081,15,Manufacturing,40.3
9,Supply Chain Procurement & Operations,13-1081,16,Retail Trade,0.9
9,Supply Chain Procurement & Operations,13-1081,17,Construction,2.4
9,Supply Chain Procurement & Operations,13-1081,18,Transportation & Warehousing,26.0
9,Supply Chain Procurement & Operations,13-1081,19,Wholesale Trade,23.3
9,Supply Chain Procurement & Operations,13-1081,20,Accommodation & Food Services,0.1
9,Supply Chain Procurement & Operations,13-1082,1,Finance & Financial Services,46.1
9,Supply Chain Procurement & Operations,13-1082,2,Technology & Software,117.5
9,Supply Chain Procurement & Operations,13-1082,3,Healthcare & Life Sciences,61.6
9,Supply Chain Procurement & Operations,13-1082,4,Law Firms & Legal Services,1.9
9,Supply Chain Procurement & Operations,13-1082,5,Management Consulting Firms,71.6
9,Supply Chain Procurement & Operations,13-1082,6,Accounting & Tax Firms,6.0
9,Supply Chain Procurement & Operations,13-1082,7,Advertising & PR Agencies,21.3
9,Supply Chain Procurement & Operations,13-1082,8,Staffing & Recruitment Agencies,29.8
9,Supply Chain Procurement & Operations,13-1082,9,Real Estate & Property,16.5
9,Supply Chain Procurement & Operations,13-1082,10,Education & Academia,9.8
9,Supply Chain Procurement & Operations,13-1082,11,Government & Public Administration,13.1
9,Supply Chain Procurement & Operations,13-1082,12,Media Publishing & Entertainment,5.7
9,Supply Chain Procurement & Operations,13-1082,13,Energy & Utilities,12.0
9,Supply Chain Procurement & Operations,13-1082,14,Architecture & Engineering Firms,165.8
9,Supply Chain Procurement & Operations,13-1082,15,Manufacturing,46.8
9,Supply Chain Procurement & Operations,13-1082,16,Retail Trade,1.9
9,Supply Chain Procurement & Operations,13-1082,17,Construction,221.3
9,Supply Chain Procurement & Operations,13-1082,18,Transportation & Warehousing,7.7
9,Supply Chain Procurement & Operations,13-1082,19,Wholesale Trade,41.2
9,Supply Chain Procurement & Operations,13-1082,20,Accommodation & Food Services,1.4
10,Strategy & Corporate Development,13-1111,1,Finance & Financial Services,67.5
10,Strategy & Corporate Development,13-1111,2,Technology & Software,42.85
10,Strategy & Corporate Development,13-1111,3,Healthcare & Life Sciences,29.6
10,Strategy & Corporate Development,13-1111,4,Law Firms & Legal Services,0.85
10,Strategy & Corporate Development,13-1111,5,Management Consulting Firms,115.15
10,Strategy & Corporate Development,13-1111,6,Accounting & Tax Firms,16.05
10,Strategy & Corporate Development,13-1111,7,Advertising & PR Agencies,7.5
10,Strategy & Corporate Development,13-1111,8,Staffing & Recruitment Agencies,11.15
10,Strategy & Corporate Development,13-1111,9,Real Estate & Property,1.25
10,Strategy & Corporate Development,13-1111,10,Education & Academia,3.6
10,Strategy & Corporate Development,13-1111,11,Government & Public Administration,76.15
10,Strategy & Corporate Development,13-1111,12,Media Publishing & Entertainment,1.15
10,Strategy & Corporate Development,13-1111,13,Energy & Utilities,3.45
10,Strategy & Corporate Development,13-1111,14,Architecture & Engineering Firms,15.45
10,Strategy & Corporate Development,13-1111,15,Manufacturing,6.6
10,Strategy & Corporate Development,13-1111,16,Retail Trade,0.8
10,Strategy & Corporate Development,13-1111,17,Construction,0.75
10,Strategy & Corporate Development,13-1111,18,Transportation & Warehousing,2.8
10,Strategy & Corporate Development,13-1111,19,Wholesale Trade,8.5
10,Strategy & Corporate Development,13-1111,20,Accommodation & Food Services,0.15
10,Strategy & Corporate Development,13-1199,1,Finance & Financial Services,83.5
10,Strategy & Corporate Development,13-1199,2,Technology & Software,66.6
10,Strategy & Corporate Development,13-1199,3,Healthcare & Life Sciences,81.8
10,Strategy & Corporate Development,13-1199,4,Law Firms & Legal Services,3.9
10,Strategy & Corporate Development,13-1199,5,Management Consulting Firms,55.4
10,Strategy & Corporate Development,13-1199,6,Accounting & Tax Firms,10.0
10,Strategy & Corporate Development,13-1199,7,Advertising & PR Agencies,14.4
10,Strategy & Corporate Development,13-1199,8,Staffing & Recruitment Agencies,29.1
10,Strategy & Corporate Development,13-1199,9,Real Estate & Property,15.6
10,Strategy & Corporate Development,13-1199,10,Education & Academia,26.7
10,Strategy & Corporate Development,13-1199,11,Government & Public Administration,274.0
10,Strategy & Corporate Development,13-1199,12,Media Publishing & Entertainment,6.9
10,Strategy & Corporate Development,13-1199,13,Energy & Utilities,9.5
10,Strategy & Corporate Development,13-1199,14,Architecture & Engineering Firms,34.1
10,Strategy & Corporate Development,13-1199,15,Manufacturing,53.1
10,Strategy & Corporate Development,13-1199,16,Retail Trade,13.4
10,Strategy & Corporate Development,13-1199,17,Construction,16.9
10,Strategy & Corporate Development,13-1199,18,Transportation & Warehousing,17.0
10,Strategy & Corporate Development,13-1199,19,Wholesale Trade,37.7
10,Strategy & Corporate Development,13-1199,20,Accommodation & Food Services,8.1
5,Marketing & Communications,11-2011,1,Finance & Financial Services,0.5
5,Marketing & Communications,11-2011,2,Technology & Software,1.1
5,Marketing & Communications,11-2011,3,Healthcare & Life Sciences,0.3
5,Marketing & Communications,11-2011,6,Accounting & Tax Firms,0.1
5,Marketing & Communications,11-2011,7,Advertising & PR Agencies,10.5
5,Marketing & Communications,11-2011,8,Staffing & Recruitment Agencies,0.1
5,Marketing & Communications,11-2011,10,Education & Academia,0.1
5,Marketing & Communications,11-2011,12,Media Publishing & Entertainment,1.7
5,Marketing & Communications,11-2011,15,Manufacturing,0.1
5,Marketing & Communications,11-2011,16,Retail Trade,0.1
5,Marketing & Communications,11-2011,18,Transportation & Warehousing,0.2
5,Marketing & Communications,11-2011,19,Wholesale Trade,0.6
5,Marketing & Communications,11-2011,20,Accommodation & Food Services,0.2
5,Marketing & Communications,11-2032,1,Finance & Financial Services,5.1
5,Marketing & Communications,11-2032,2,Technology & Software,4.8
5,Marketing & Communications,11-2032,3,Healthcare & Life Sciences,5.5
5,Marketing & Communications,11-2032,4,Law Firms & Legal Services,0.4
5,Marketing & Communications,11-2032,5,Management Consulting Firms,2.3
5,Marketing & Communications,11-2032,6,Accounting & Tax Firms,0.3
5,Marketing & Communications,11-2032,7,Advertising & PR Agencies,10.1
5,Marketing & Communications,11-2032,8,Staffing & Recruitment Agencies,0.6
5,Marketing & Communications,11-2032,9,Real Estate & Property,0.7
5,Marketing & Communications,11-2032,10,Education & Academia,5.3
5,Marketing & Communications,11-2032,11,Government & Public Administration,1.9
5,Marketing & Communications,11-2032,12,Media Publishing & Entertainment,1.4
5,Marketing & Communications,11-2032,13,Energy & Utilities,0.8
5,Marketing & Communications,11-2032,14,Architecture & Engineering Firms,0.7
5,Marketing & Communications,11-2032,15,Manufacturing,0.9
5,Marketing & Communications,11-2032,16,Retail Trade,0.1
5,Marketing & Communications,11-2032,17,Construction,0.3
5,Marketing & Communications,11-2032,18,Transportation & Warehousing,0.5
5,Marketing & Communications,11-2032,19,Wholesale Trade,1.9
5,Marketing & Communications,11-2032,20,Accommodation & Food Services,0.2
5,Marketing & Communications,11-2033,1,Finance & Financial Services,0.1
5,Marketing & Communications,11-2033,3,Healthcare & Life Sciences,2.9
5,Marketing & Communications,11-2033,4,Law Firms & Legal Services,0.2
5,Marketing & Communications,11-2033,5,Management Consulting Firms,0.7
5,Marketing & Communications,11-2033,7,Advertising & PR Agencies,0.1
5,Marketing & Communications,11-2033,8,Staffing & Recruitment Agencies,0.1
5,Marketing & Communications,11-2033,9,Real Estate & Property,0.1
5,Marketing & Communications,11-2033,10,Education & Academia,10.0
5,Marketing & Communications,11-2033,12,Media Publishing & Entertainment,0.3
9,Supply Chain Procurement & Operations,11-3012,1,Finance & Financial Services,26.0
9,Supply Chain Procurement & Operations,11-3012,2,Technology & Software,12.5
9,Supply Chain Procurement & Operations,11-3012,3,Healthcare & Life Sciences,31.5
9,Supply Chain Procurement & Operations,11-3012,4,Law Firms & Legal Services,5.2
9,Supply Chain Procurement & Operations,11-3012,5,Management Consulting Firms,5.8
9,Supply Chain Procurement & Operations,11-3012,6,Accounting & Tax Firms,3.2
9,Supply Chain Procurement & Operations,11-3012,7,Advertising & PR Agencies,2.6
9,Supply Chain Procurement & Operations,11-3012,8,Staffing & Recruitment Agencies,2.6
9,Supply Chain Procurement & Operations,11-3012,9,Real Estate & Property,3.8
9,Supply Chain Procurement & Operations,11-3012,10,Education & Academia,9.7
9,Supply Chain Procurement & Operations,11-3012,11,Government & Public Administration,26.2
9,Supply Chain Procurement & Operations,11-3012,12,Media Publishing & Entertainment,1.4
9,Supply Chain Procurement & Operations,11-3012,13,Energy & Utilities,1.8
9,Supply Chain Procurement & Operations,11-3012,14,Architecture & Engineering Firms,6.1
9,Supply Chain Procurement & Operations,11-3012,15,Manufacturing,7.2
9,Supply Chain Procurement & Operations,11-3012,16,Retail Trade,3.1
9,Supply Chain Procurement & Operations,11-3012,17,Construction,10.8
9,Supply Chain Procurement & Operations,11-3012,18,Transportation & Warehousing,4.0
9,Supply Chain Procurement & Operations,11-3012,19,Wholesale Trade,9.5
9,Supply Chain Procurement & Operations,11-3012,20,Accommodation & Food Services,3.2
9,Supply Chain Procurement & Operations,11-3013,1,Finance & Financial Services,4.0
9,Supply Chain Procurement & Operations,11-3013,2,Technology & Software,2.9
9,Supply Chain Procurement & Operations,11-3013,3,Healthcare & Life Sciences,15.0
9,Supply Chain Procurement & Operations,11-3013,4,Law Firms & Legal Services,0.4
9,Supply Chain Procurement & Operations,11-3013,5,Management Consulting Firms,1.0
9,Supply Chain Procurement & Operations,11-3013,6,Accounting & Tax Firms,0.4
9,Supply Chain Procurement & Operations,11-3013,7,Advertising & PR Agencies,0.4
9,Supply Chain Procurement & Operations,11-3013,8,Staffing & Recruitment Agencies,0.9
9,Supply Chain Procurement & Operations,11-3013,9,Real Estate & Property,6.7
9,Supply Chain Procurement & Operations,11-3013,10,Education & Academia,7.5
9,Supply Chain Procurement & Operations,11-3013,11,Government & Public Administration,3.3
9,Supply Chain Procurement & Operations,11-3013,12,Media Publishing & Entertainment,0.7
9,Supply Chain Procurement & Operations,11-3013,13,Energy & Utilities,1.3
9,Supply Chain Procurement & Operations,11-3013,14,Architecture & Engineering Firms,2.5
9,Supply Chain Procurement & Operations,11-3013,15,Manufacturing,12.7
9,Supply Chain Procurement & Operations,11-3013,16,Retail Trade,1.9
9,Supply Chain Procurement & Operations,11-3013,17,Construction,1.6
9,Supply Chain Procurement & Operations,11-3013,18,Transportation & Warehousing,5.3
9,Supply Chain Procurement & Operations,11-3013,19,Wholesale Trade,4.5
9,Supply Chain Procurement & Operations,11-3013,20,Accommodation & Food Services,6.5
1,Executive & General Management,11-3061,1,Finance & Financial Services,2.0
1,Executive & General Management,11-3061,2,Technology & Software,3.6
1,Executive & General Management,11-3061,3,Healthcare & Life Sciences,6.7
1,Executive & General Management,11-3061,5,Management Consulting Firms,1.3
1,Executive & General Management,11-3061,6,Accounting & Tax Firms,0.2
1,Executive & General Management,11-3061,7,Advertising & PR Agencies,0.4
1,Executive & General Management,11-3061,8,Staffing & Recruitment Agencies,0.5
1,Executive & General Management,11-3061,9,Real Estate & Property,0.5
1,Executive & General Management,11-3061,10,Education & Academia,0.5
1,Executive & General Management,11-3061,11,Government & Public Administration,8.3
1,Executive & General Management,11-3061,12,Media Publishing & Entertainment,0.1
1,Executive & General Management,11-3061,13,Energy & Utilities,0.8
1,Executive & General Management,11-3061,14,Architecture & Engineering Firms,2.8
1,Executive & General Management,11-3061,15,Manufacturing,14.2
1,Executive & General Management,11-3061,16,Retail Trade,0.9
1,Executive & General Management,11-3061,17,Construction,2.7
1,Executive & General Management,11-3061,18,Transportation & Warehousing,1.2
1,Executive & General Management,11-3061,19,Wholesale Trade,9.2
1,Executive & General Management,11-3061,20,Accommodation & Food Services,0.5
4,Human Resources & People Ops,11-3111,1,Finance & Financial Services,4.0
4,Human Resources & People Ops,11-3111,2,Technology & Software,1.4
4,Human Resources & People Ops,11-3111,3,Healthcare & Life Sciences,2.0
4,Human Resources & People Ops,11-3111,4,Law Firms & Legal Services,0.2
4,Human Resources & People Ops,11-3111,5,Management Consulting Firms,0.6
4,Human Resources & People Ops,11-3111,6,Accounting & Tax Firms,0.3
4,Human Resources & People Ops,11-3111,7,Advertising & PR Agencies,0.1
4,Human Resources & People Ops,11-3111,8,Staffing & Recruitment Agencies,0.7
4,Human Resources & People Ops,11-3111,9,Real Estate & Property,0.3
4,Human Resources & People Ops,11-3111,10,Education & Academia,0.5
4,Human Resources & People Ops,11-3111,11,Government & Public Administration,0.5
4,Human Resources & People Ops,11-3111,12,Media Publishing & Entertainment,0.2
4,Human Resources & People Ops,11-3111,14,Architecture & Engineering Firms,0.4
4,Human Resources & People Ops,11-3111,15,Manufacturing,0.5
4,Human Resources & People Ops,11-3111,17,Construction,0.1
4,Human Resources & People Ops,11-3111,18,Transportation & Warehousing,0.2
4,Human Resources & People Ops,11-3111,19,Wholesale Trade,0.5
4,Human Resources & People Ops,11-3111,20,Accommodation & Food Services,0.1
4,Human Resources & People Ops,11-3131,1,Finance & Financial Services,4.6
4,Human Resources & People Ops,11-3131,2,Technology & Software,4.0
4,Human Resources & People Ops,11-3131,3,Healthcare & Life Sciences,4.8
4,Human Resources & People Ops,11-3131,4,Law Firms & Legal Services,0.4
4,Human Resources & People Ops,11-3131,5,Management Consulting Firms,1.5
4,Human Resources & People Ops,11-3131,6,Accounting & Tax Firms,0.4
4,Human Resources & People Ops,11-3131,7,Advertising & PR Agencies,0.3
4,Human Resources & People Ops,11-3131,8,Staffing & Recruitment Agencies,0.8
4,Human Resources & People Ops,11-3131,9,Real Estate & Property,0.4
4,Human Resources & People Ops,11-3131,10,Education & Academia,1.5
4,Human Resources & People Ops,11-3131,11,Government & Public Administration,1.0
4,Human Resources & People Ops,11-3131,12,Media Publishing & Entertainment,0.5
4,Human Resources & People Ops,11-3131,13,Energy & Utilities,0.5
4,Human Resources & People Ops,11-3131,14,Architecture & Engineering Firms,0.7
4,Human Resources & People Ops,11-3131,15,Manufacturing,1.5
4,Human Resources & People Ops,11-3131,16,Retail Trade,0.4
4,Human Resources & People Ops,11-3131,17,Construction,0.3
4,Human Resources & People Ops,11-3131,18,Transportation & Warehousing,1.6
4,Human Resources & People Ops,11-3131,19,Wholesale Trade,2.2
4,Human Resources & People Ops,11-3131,20,Accommodation & Food Services,0.3
1,Executive & General Management,11-9013,3,Healthcare & Life Sciences,0.2
1,Executive & General Management,11-9013,10,Education & Academia,0.1
1,Executive & General Management,11-9013,11,Government & Public Administration,0.3
1,Executive & General Management,11-9013,15,Manufacturing,0.4
1,Executive & General Management,11-9013,19,Wholesale Trade,0.5
1,Executive & General Management,11-9031,3,Healthcare & Life Sciences,0.2
1,Executive & General Management,11-9031,10,Education & Academia,2.6
1,Executive & General Management,11-9031,11,Government & Public Administration,0.1
12,Education & Instruction,11-9033,3,Healthcare & Life Sciences,1.4
12,Education & Instruction,11-9033,10,Education & Academia,94.9
12,Education & Instruction,11-9033,11,Government & Public Administration,0.6
12,Education & Instruction,11-9039,2,Technology & Software,0.1
12,Education & Instruction,11-9039,3,Healthcare & Life Sciences,0.9
12,Education & Instruction,11-9039,8,Staffing & Recruitment Agencies,0.1
12,Education & Instruction,11-9039,10,Education & Academia,13.0
12,Education & Instruction,11-9039,11,Government & Public Administration,8.4
17,Engineering & Architecture,11-9041,1,Finance & Financial Services,1.2
17,Engineering & Architecture,11-9041,2,Technology & Software,14.6
17,Engineering & Architecture,11-9041,3,Healthcare & Life Sciences,19.6
17,Engineering & Architecture,11-9041,5,Management Consulting Firms,3.0
17,Engineering & Architecture,11-9041,6,Accounting & Tax Firms,0.1
17,Engineering & Architecture,11-9041,7,Advertising & PR Agencies,0.5
17,Engineering & Architecture,11-9041,8,Staffing & Recruitment Agencies,0.9
17,Engineering & Architecture,11-9041,9,Real Estate & Property,0.5
17,Engineering & Architecture,11-9041,10,Education & Academia,0.1
17,Engineering & Architecture,11-9041,11,Government & Public Administration,12.3
17,Engineering & Architecture,11-9041,12,Media Publishing & Entertainment,0.5
17,Engineering & Architecture,11-9041,13,Energy & Utilities,5.9
17,Engineering & Architecture,11-9041,14,Architecture & Engineering Firms,101.9
17,Engineering & Architecture,11-9041,15,Manufacturing,47.7
17,Engineering & Architecture,11-9041,16,Retail Trade,0.3
17,Engineering & Architecture,11-9041,17,Construction,4.1
17,Engineering & Architecture,11-9041,18,Transportation & Warehousing,1.4
17,Engineering & Architecture,11-9041,19,Wholesale Trade,7.7
17,Engineering & Architecture,11-9041,20,Accommodation & Food Services,0.2
1,Executive & General Management,11-9071,20,Accommodation & Food Services,1.3
1,Executive & General Management,11-9072,8,Staffing & Recruitment Agencies,0.1
1,Executive & General Management,11-9072,9,Real Estate & Property,0.3
1,Executive & General Management,11-9072,10,Education & Academia,0.6
1,Executive & General Management,11-9072,11,Government & Public Administration,0.3
1,Executive & General Management,11-9072,12,Media Publishing & Entertainment,0.5
1,Executive & General Management,11-9072,20,Accommodation & Food Services,2.5
1,Executive & General Management,11-9121,1,Finance & Financial Services,0.6
1,Executive & General Management,11-9121,2,Technology & Software,0.5
1,Executive & General Management,11-9121,3,Healthcare & Life Sciences,53.5
1,Executive & General Management,11-9121,5,Management Consulting Firms,3.3
1,Executive & General Management,11-9121,7,Advertising & PR Agencies,0.7
1,Executive & General Management,11-9121,8,Staffing & Recruitment Agencies,0.7
1,Executive & General Management,11-9121,10,Education & Academia,3.6
1,Executive & General Management,11-9121,11,Government & Public Administration,18.5
1,Executive & General Management,11-9121,13,Energy & Utilities,0.3
1,Executive & General Management,11-9121,14,Architecture & Engineering Firms,6.6
1,Executive & General Management,11-9121,15,Manufacturing,6.7
1,Executive & General Management,11-9121,19,Wholesale Trade,3.8
1,Executive & General Management,11-9151,1,Finance & Financial Services,0.4
1,Executive & General Management,11-9151,3,Healthcare & Life Sciences,17.4
1,Executive & General Management,11-9151,5,Management Consulting Firms,0.9
1,Executive & General Management,11-9151,8,Staffing & Recruitment Agencies,0.6
1,Executive & General Management,11-9151,9,Real Estate & Property,1.0
1,Executive & General Management,11-9151,10,Education & Academia,4.0
1,Executive & General Management,11-9151,11,Government & Public Administration,17.8
1,Executive & General Management,11-9151,17,Construction,0.1
1,Executive & General Management,11-9151,20,Accommodation & Food Services,0.1
1,Executive & General Management,11-9161,3,Healthcare & Life Sciences,1.1
1,Executive & General Management,11-9161,5,Management Consulting Firms,0.1
1,Executive & General Management,11-9161,10,Education & Academia,0.2
1,Executive & General Management,11-9161,11,Government & Public Administration,2.2
1,Executive & General Management,11-9161,13,Energy & Utilities,0.3
1,Executive & General Management,11-9161,14,Architecture & Engineering Firms,0.2
1,Executive & General Management,11-9161,15,Manufacturing,0.1
1,Executive & General Management,11-9179,1,Finance & Financial Services,0.1
1,Executive & General Management,11-9179,3,Healthcare & Life Sciences,0.9
1,Executive & General Management,11-9179,9,Real Estate & Property,0.1
1,Executive & General Management,11-9179,10,Education & Academia,0.1
1,Executive & General Management,11-9179,20,Accommodation & Food Services,0.8
10,Strategy & Corporate Development,13-1011,4,Law Firms & Legal Services,0.2
10,Strategy & Corporate Development,13-1011,8,Staffing & Recruitment Agencies,0.1
10,Strategy & Corporate Development,13-1011,12,Media Publishing & Entertainment,0.5
9,Supply Chain Procurement & Operations,13-1032,1,Finance & Financial Services,8.4
9,Supply Chain Procurement & Operations,13-1032,16,Retail Trade,0.2
10,Strategy & Corporate Development,13-1131,1,Finance & Financial Services,0.5
10,Strategy & Corporate Development,13-1131,2,Technology & Software,0.2
10,Strategy & Corporate Development,13-1131,3,Healthcare & Life Sciences,3.7
10,Strategy & Corporate Development,13-1131,4,Law Firms & Legal Services,0.7
10,Strategy & Corporate Development,13-1131,5,Management Consulting Firms,2.1
10,Strategy & Corporate Development,13-1131,7,Advertising & PR Agencies,0.7
10,Strategy & Corporate Development,13-1131,8,Staffing & Recruitment Agencies,0.5
10,Strategy & Corporate Development,13-1131,9,Real Estate & Property,0.5
10,Strategy & Corporate Development,13-1131,10,Education & Academia,19.9
10,Strategy & Corporate Development,13-1131,11,Government & Public Administration,0.1
10,Strategy & Corporate Development,13-1131,12,Media Publishing & Entertainment,1.1
10,Strategy & Corporate Development,13-1131,14,Architecture & Engineering Firms,0.2
10,Strategy & Corporate Development,13-1131,16,Retail Trade,0.3
10,Strategy & Corporate Development,13-1131,17,Construction,0.2
10,Strategy & Corporate Development,13-1131,19,Wholesale Trade,0.1
10,Strategy & Corporate Development,13-1131,20,Accommodation & Food Services,0.4
2,Finance Accounting & FP&A,13-2054,1,Finance & Financial Services,35.4
2,Finance Accounting & FP&A,13-2054,2,Technology & Software,2.3
2,Finance Accounting & FP&A,13-2054,3,Healthcare & Life Sciences,1.6
2,Finance Accounting & FP&A,13-2054,4,Law Firms & Legal Services,0.1
2,Finance Accounting & FP&A,13-2054,5,Management Consulting Firms,1.6
2,Finance Accounting & FP&A,13-2054,6,Accounting & Tax Firms,2.8
2,Finance Accounting & FP&A,13-2054,7,Advertising & PR Agencies,0.1
2,Finance Accounting & FP&A,13-2054,8,Staffing & Recruitment Agencies,0.4
2,Finance Accounting & FP&A,13-2054,9,Real Estate & Property,0.3
2,Finance Accounting & FP&A,13-2054,10,Education & Academia,0.2
2,Finance Accounting & FP&A,13-2054,11,Government & Public Administration,0.7
2,Finance Accounting & FP&A,13-2054,12,Media Publishing & Entertainment,0.1
2,Finance Accounting & FP&A,13-2054,13,Energy & Utilities,0.2
2,Finance Accounting & FP&A,13-2054,14,Architecture & Engineering Firms,0.2
2,Finance Accounting & FP&A,13-2054,15,Manufacturing,0.1
2,Finance Accounting & FP&A,13-2054,17,Construction,0.4
2,Finance Accounting & FP&A,13-2054,18,Transportation & Warehousing,0.1
2,Finance Accounting & FP&A,13-2071,1,Finance & Financial Services,3.8
2,Finance Accounting & FP&A,13-2071,3,Healthcare & Life Sciences,3.6
2,Finance Accounting & FP&A,13-2071,5,Management Consulting Firms,0.2
2,Finance Accounting & FP&A,13-2071,7,Advertising & PR Agencies,2.4
2,Finance Accounting & FP&A,13-2071,8,Staffing & Recruitment Agencies,0.1
2,Finance Accounting & FP&A,13-2071,10,Education & Academia,7.1
2,Finance Accounting & FP&A,13-2071,11,Government & Public Administration,0.1
2,Finance Accounting & FP&A,13-2071,16,Retail Trade,0.2
2,Finance Accounting & FP&A,13-2081,11,Government & Public Administration,46.2
2,Finance Accounting & FP&A,13-2099,1,Finance & Financial Services,41.2
2,Finance Accounting & FP&A,13-2099,2,Technology & Software,4.2
2,Finance Accounting & FP&A,13-2099,3,Healthcare & Life Sciences,7.7
2,Finance Accounting & FP&A,13-2099,4,Law Firms & Legal Services,0.5
2,Finance Accounting & FP&A,13-2099,5,Management Consulting Firms,1.7
2,Finance Accounting & FP&A,13-2099,6,Accounting & Tax Firms,1.9
2,Finance Accounting & FP&A,13-2099,7,Advertising & PR Agencies,0.6
2,Finance Accounting & FP&A,13-2099,8,Staffing & Recruitment Agencies,1.2
2,Finance Accounting & FP&A,13-2099,9,Real Estate & Property,0.8
2,Finance Accounting & FP&A,13-2099,10,Education & Academia,3.0
2,Finance Accounting & FP&A,13-2099,11,Government & Public Administration,33.4
2,Finance Accounting & FP&A,13-2099,12,Media Publishing & Entertainment,0.3
2,Finance Accounting & FP&A,13-2099,13,Energy & Utilities,0.6
2,Finance Accounting & FP&A,13-2099,14,Architecture & Engineering Firms,0.8
2,Finance Accounting & FP&A,13-2099,15,Manufacturing,1.5
2,Finance Accounting & FP&A,13-2099,16,Retail Trade,1.7
2,Finance Accounting & FP&A,13-2099,17,Construction,0.6
2,Finance Accounting & FP&A,13-2099,18,Transportation & Warehousing,0.2
2,Finance Accounting & FP&A,13-2099,19,Wholesale Trade,2.1
2,Finance Accounting & FP&A,13-2099,20,Accommodation & Food Services,0.1
7,Information Technology,15-1231,1,Finance & Financial Services,9.8
7,Information Technology,15-1231,2,Technology & Software,50.3
7,Information Technology,15-1231,3,Healthcare & Life Sciences,8.6
7,Information Technology,15-1231,4,Law Firms & Legal Services,0.6
7,Information Technology,15-1231,5,Management Consulting Firms,3.4
7,Information Technology,15-1231,6,Accounting & Tax Firms,2.6
7,Information Technology,15-1231,7,Advertising & PR Agencies,1.1
7,Information Technology,15-1231,8,Staffing & Recruitment Agencies,3.7
7,Information Technology,15-1231,9,Real Estate & Property,0.6
7,Information Technology,15-1231,10,Education & Academia,3.6
7,Information Technology,15-1231,11,Government & Public Administration,4.8
7,Information Technology,15-1231,12,Media Publishing & Entertainment,1.0
7,Information Technology,15-1231,13,Energy & Utilities,0.9
7,Information Technology,15-1231,14,Architecture & Engineering Firms,4.0
7,Information Technology,15-1231,15,Manufacturing,3.0
7,Information Technology,15-1231,16,Retail Trade,0.6
7,Information Technology,15-1231,17,Construction,1.2
7,Information Technology,15-1231,18,Transportation & Warehousing,2.6
7,Information Technology,15-1231,19,Wholesale Trade,6.0
7,Information Technology,15-1231,20,Accommodation & Food Services,0.2
7,Information Technology,15-1243,1,Finance & Financial Services,10.7
7,Information Technology,15-1243,2,Technology & Software,23.0
7,Information Technology,15-1243,3,Healthcare & Life Sciences,5.4
7,Information Technology,15-1243,4,Law Firms & Legal Services,0.5
7,Information Technology,15-1243,5,Management Consulting Firms,4.2
7,Information Technology,15-1243,6,Accounting & Tax Firms,0.5
7,Information Technology,15-1243,7,Advertising & PR Agencies,1.3
7,Information Technology,15-1243,8,Staffing & Recruitment Agencies,2.4
7,Information Technology,15-1243,10,Education & Academia,1.0
7,Information Technology,15-1243,11,Government & Public Administration,0.7
7,Information Technology,15-1243,12,Media Publishing & Entertainment,1.3
7,Information Technology,15-1243,13,Energy & Utilities,0.5
7,Information Technology,15-1243,14,Architecture & Engineering Firms,1.6
7,Information Technology,15-1243,15,Manufacturing,1.1
7,Information Technology,15-1243,16,Retail Trade,0.2
7,Information Technology,15-1243,17,Construction,0.2
7,Information Technology,15-1243,18,Transportation & Warehousing,0.3
7,Information Technology,15-1243,19,Wholesale Trade,2.7
8,Data Analytics & Research,15-2021,3,Healthcare & Life Sciences,0.3
8,Data Analytics & Research,15-2021,10,Education & Academia,0.1
8,Data Analytics & Research,15-2021,11,Government & Public Administration,1.2
8,Data Analytics & Research,15-2021,14,Architecture & Engineering Firms,0.1
8,Data Analytics & Research,15-2021,15,Manufacturing,0.1
8,Data Analytics & Research,15-2099,1,Finance & Financial Services,0.1
8,Data Analytics & Research,15-2099,2,Technology & Software,0.4
8,Data Analytics & Research,15-2099,3,Healthcare & Life Sciences,0.6
8,Data Analytics & Research,15-2099,5,Management Consulting Firms,0.5
8,Data Analytics & Research,15-2099,7,Advertising & PR Agencies,0.1
8,Data Analytics & Research,15-2099,8,Staffing & Recruitment Agencies,0.3
8,Data Analytics & Research,15-2099,10,Education & Academia,0.1
8,Data Analytics & Research,15-2099,11,Government & Public Administration,1.2
8,Data Analytics & Research,15-2099,15,Manufacturing,0.1
17,Engineering & Architecture,17-1012,5,Management Consulting Firms,0.2
17,Engineering & Architecture,17-1012,11,Government & Public Administration,0.9
